movie,production_budget,domestic_gross,production_profit_domestic
A Haunting in Connecticut 2: The Ghosts of Georgia,9000000,0,-9000000
Veronika Decides to Die,9000000,0,-9000000
Barbarella,9000000,0,-9000000
Beneath Hill 60,9000000,0,-9000000
Get Rich or Die Tryin',40000000,30981850,-9018150
September Dawn,10100000,1066555,-9033445
The Ten Commandments,10000000,952820,-9047180
The Brothers Solomon,10000000,900926,-9099074
Red Dog,9100000,0,-9100000
Mine Vaganti,9100000,0,-9100000
Alex Cross,35000000,25888412,-9111588
La grande bellezza,12000000,2883879,-9116121
The Tale of Despereaux,60000000,50877145,-9122855
Proud Mary,30000000,20868638,-9131362
My Blueberry Nights,10000000,866778,-9133222
The Boxtrolls,60000000,50837305,-9162695
Illuminata,10000000,836641,-9163359
I Heart Huckabees,22000000,12784713,-9215287
Coriolanus,10000000,749641,-9250359
A Walk on the Moon,14000000,4741987,-9258013
Ben is Back,13000000,3703182,-9296818
Suffragette,14000000,4702420,-9297580
The Dark Tower,60000000,50701325,-9298675
Eyes Wide Shut,65000000,55691208,-9308792
Deconstructing Harry,20000000,10686841,-9313159
Jarhead,72000000,62647540,-9352460
Parkland,10000000,641439,-9358561
The Indian in the Cupboard,45000000,35627222,-9372778
Gentlemen Broncos,9500000,115155,-9384845
Swept Away,10000000,598645,-9401355
The Tuxedo,60000000,50586000,-9414000
"War, Inc.",10000000,580862,-9419138
Jack Ryan: Shadow Recruit,60000000,50577412,-9422588
Three to Tango,20000000,10570375,-9429625
Half Past Dead,25000000,15567860,-9432140
Gunless,9900000,458054,-9441946
We're No Angels,20000000,10555348,-9444652
The Incredible Burt Wonderstone,32000000,22537881,-9462119
Original Sin,26000000,16521410,-9478590
Legend,25000000,15502112,-9497888
A Man Apart,36000000,26500000,-9500000
Re-Kill,9500000,0,-9500000
Shaolin Soccer,10000000,488872,-9511128
Lethal Weapon 4,140000000,130444603,-9555397
Casino,52000000,42438300,-9561700
Little Black Book,30000000,20422207,-9577793
Sorcerer,21600000,12000000,-9600000
The Adventures of Pinocchio,25000000,15382170,-9617830
The Brown Bunny,10000000,366301,-9633699
The Greatest Game Ever Played,25000000,15331289,-9668711
Last Orders,12000000,2326407,-9673593
Just Like Heaven,58000000,48318130,-9681870
American Dreamz,17000000,7314027,-9685973
Whatever Works,15000000,5306706,-9693294
Catch a Fire,14000000,4299773,-9700227
King of California,10000000,268461,-9731539
Jersey Girl,35000000,25266129,-9733871
Rien ne va plus,10000000,245359,-9754641
La femme de chambre du Titanic,10000000,244465,-9755535
Imaginary Heroes,10000000,228524,-9771476
High Heels and Low Lifes,10000000,226792,-9773208
World's Greatest Dad,10000000,221805,-9778195
The In Crowd,15000000,5217498,-9782502
Walking Tall,56000000,46213824,-9786176
Bridget Jones: The Edge Of Reason,50000000,40203020,-9796980
Long Shot,40000000,30202860,-9797140
Gwoemul,12000000,2201923,-9798077
The Art of War,40000000,30199105,-9800895
"Cinco de Mayo, La Batalla",10000000,173472,-9826528
Resurrecting the Champ,13000000,3172382,-9827618
Welcome to the Rileys,10000000,152857,-9847143
Kicks,10000000,150191,-9849809
Free Style,10000000,141108,-9858892
High School,10000000,139034,-9860966
Severance,10000000,137221,-9862779
Edmond,10000000,131719,-9868281
Joheunnom nabbeunnom isanghannom,10000000,128486,-9871514
Police Academy 7: Mission to Moscow,10000000,126247,-9873753
The Dressmaker,11900000,2022115,-9877885
Blood Done Sign My Name,10000000,109383,-9890617
The Pursuit of D.B. Cooper,12000000,2104164,-9895836
The Good Guy,10000000,100688,-9899312
Motherhood,10000000,93388,-9906612
Midnight in the Garden of Good and Evil,35000000,25078937,-9921063
Chloe,13000000,3075255,-9924745
How She Move,17000000,7070641,-9929359
Eulogy,10000000,70527,-9929473
Elsa & Fred,10000000,67657,-9932343
Ravenous,12000000,2062406,-9937594
The Widow of St. Pierre,13000000,3058380,-9941620
The Box,25000000,15051977,-9948023
An Alan Smithee Film: Burn Hollywood Burn,10000000,45779,-9954221
Assault On Precinct 13,30000000,20040895,-9959105
The Ice Storm,18000000,8038061,-9961939
Los tres entierros de Melquiades Estrada,15000000,5027684,-9972316
Under Siege 2: Dark Territory,60000000,50024083,-9975917
The Open Road,10000000,19716,-9980284
The Crew,23000000,13019253,-9980747
Strangerland,10000000,17472,-9982528
Passengers,110000000,100014699,-9985301
Hross i oss,10000000,11894,-9988106
Notes on a Scandal,27500000,17510118,-9989882
Janky Promoters,10000000,9069,-9990931
The Raven,26000000,16008272,-9991728
Blonde Ambition,10000000,6422,-9993578
The Oxford Murders,10000000,4803,-9995197
Barbecue,10000000,388,-9999612
It's a Wonderful Afterlife,10000000,0,-10000000
Plastic,10000000,0,-10000000
Jungle Shuffle,10000000,0,-10000000
Into the Grizzly Maze,10000000,0,-10000000
Nurse 3D,10000000,0,-10000000
You Got Served: Beat The World,10000000,0,-10000000
Detention,10000000,0,-10000000
Partition,10000000,0,-10000000
Good Intentions,10000000,0,-10000000
The Devil's Tomb,10000000,0,-10000000
Fifty Dead Men Walking,10000000,0,-10000000
Adam Resurrected,10000000,0,-10000000
American Heist,10000000,0,-10000000
The Reef,10000000,0,-10000000
White Noise 2: The Light,10000000,0,-10000000
The Next Best Thing,25000000,14983572,-10016428
"Roman J. Israel, Esq.",22000000,11962712,-10037288
Mr. Turner,14000000,3958546,-10041454
Jakob the Liar,15000000,4956401,-10043599
Highlander,16000000,5900000,-10100000
Bedazzled,48000000,37879996,-10120004
Running Scared,17000000,6855137,-10144863
Grudge Match,40000000,29807260,-10192740
Marvin's Room,23000000,12803305,-10196695
"10,000 B.C.",105000000,94784201,-10215799
The Dangerous Lives of Altar Boys,12000000,1779284,-10220716
The Beach,50000000,39778599,-10221401
Swordfish,80000000,69772969,-10227031
This Means War,65000000,54760791,-10239209
My Soul to Take,25000000,14744435,-10255565
Being Julia,18000000,7739049,-10260951
Everyone Says I Love You,20000000,9725847,-10274153
Youth,13000000,2703296,-10296704
Stoker,12000000,1703125,-10296875
PMC: deo beong-keo,10300000,0,-10300000
The Young Messiah,16800000,6469813,-10330187
There Goes My Baby,10500000,125169,-10374831
Frost/Nixon,29000000,18622031,-10377969
Fantasia 2000 (Theatrical Release),80000000,69610858,-10389142
Se jie,15000000,4604982,-10395018
Jindabyne,10800000,399879,-10400121
The Girl Next Door,25000000,14589444,-10410556
Out of Sight,48000000,37562568,-10437432
Romance and Cigarettes,11000000,551002,-10448998
Fly Me To the Moon,25000000,14543943,-10456057
Casino Jack,12500000,2039869,-10460131
Death Sentence,20000000,9534258,-10465742
Black Nativity,17500000,7018188,-10481812
PokÃ©mon: Detective Pikachu,150000000,139507806,-10492194
Married Life,12000000,1506998,-10493002
Popstar: Never Stop Never Stopping,20000000,9496130,-10503870
Thank You for Your Service,20000000,9479390,-10520610
2046,12000000,1442338,-10557662
The Last Days on Mars,10600000,24084,-10575916
Sex Drive,19000000,8402485,-10597515
Bless the Child,40000000,29374178,-10625822
Copying Beethoven,11000000,355968,-10644032
Out of the Furnace,22000000,11330849,-10669151
Just My Luck,28000000,17326650,-10673350
The Big Wedding,32500000,21819348,-10680652
Runner Runner,30000000,19316646,-10683354
Under the Skin,13300000,2614251,-10685749
The Emperor's New Groove,100000000,89296573,-10703427
Hidalgo,78000000,67286731,-10713269
The Lego Ninjago Movie,70000000,59281555,-10718445
The Matrix Revolutions,150000000,139270910,-10729090
"Kiss Kiss, Bang Bang",15000000,4235837,-10764163
Brighton Rock,11000000,229653,-10770347
Everybody's Fine,20000000,9208876,-10791124
Troop Beverly Hills,18000000,7190505,-10809495
Chasing Liberty,23000000,12189514,-10810486
Kill the Irishman,12000000,1188194,-10811806
The Adventures of Sharkboy and Lavagirl in 3-D,50000000,39177684,-10822316
Bridget Jonesâs Baby,35000000,24139805,-10860195
Firestorm,19000000,8123860,-10876140
Lost In Space,80000000,69117629,-10882371
Oscar and Lucinda,12500000,1612957,-10887043
Superbabies: Baby Geniuses 2,20000000,9109322,-10890678
Faithful,13000000,2104439,-10895561
Maximum Risk,25000000,14102929,-10897071
Soul Survivors,14000000,3100650,-10899350
Un ProphÃ¨te,13000000,2087720,-10912280
Bleed for This,16000000,5083906,-10916094
Rent,40000000,29077547,-10922453
Life,75000000,64062587,-10937413
Le prÃ©nom,11000000,61611,-10938389
"I Love You, Phillip Morris",13000000,2037459,-10962541
The Replacement Killers,30000000,19035741,-10964259
Idle Hands,15000000,4023741,-10976259
Red Sonja,17900000,6905861,-10994139
LOL,11000000,0,-11000000
La famille BÃ©lier,11000000,0,-11000000
Misconduct,11000000,0,-11000000
Eli,11000000,0,-11000000
Baahubali 2: The Conclusion,30000000,18985794,-11014206
Stealing Harvard,25000000,13973532,-11026468
Rush,38000000,26947624,-11052376
Hot Rod,25000000,13938332,-11061668
Battle of the Year,20000000,8888355,-11111645
Duma,12000000,870067,-11129933
Focus,65000000,53862963,-11137037
Hollywood Ending,16000000,4839383,-11160617
Ratchet and Clank,20000000,8813410,-11186590
Darling Companion,12000000,793352,-11206648
Mar adentro,13300000,2086345,-11213655
The Vatican Tapes,13000000,1784763,-11215237
The Green Hornet,110000000,98780042,-11219958
Lost Souls,28000000,16779636,-11220364
Pixels,90000000,78765986,-11234014
Nine 1/2 Weeks,18000000,6734844,-11265156
Duets,16000000,4734235,-11265765
The Funeral,12500000,1212799,-11287201
Scouts Guide to the Zombie Apocalypse,15000000,3703046,-11296954
RoboCop 3,22000000,10696210,-11303790
The Painted Veil,19400000,8060487,-11339513
Warrior,25000000,13657115,-11342885
Easy Virtue,14000000,2656784,-11343216
The Last Station,18000000,6617867,-11382133
Artificial Intelligence: AI,90000000,78616689,-11383311
St. Trinianâs,11400000,15000,-11385000
Tae Guik Gi: The Brotherhood of War,12500000,1110186,-11389814
On Deadly Ground,50000000,38590458,-11409542
The Perfect Game,12500000,1089445,-11410555
Death at a Funeral,20000000,8580428,-11419572
Holmes & Watson,42000000,30568743,-11431257
Ondine,12000000,550472,-11449528
The Out-of-Towners,40000000,28544120,-11455880
Blood and Chocolate,15000000,3526588,-11473412
Ultraviolet,30000000,18522064,-11477936
The Longshots,23000000,11511323,-11488677
The Cry of the Owl,11500000,0,-11500000
Heist,35000000,23483357,-11516643
Miss Congeniality 2: Armed and Fabulous,60000000,48478006,-11521994
Rango,135000000,123477607,-11522393
Welcome to Mooseport,26000000,14469428,-11530572
The League of Extraordinary Gentlemen,78000000,66465204,-11534796
Jefferson in Paris,14000000,2461628,-11538372
Away We Go,21000000,9451946,-11548054
Brother,12000000,450594,-11549406
Welcome to Collinwood,12000000,378650,-11621350
Ready to Rumble,24000000,12372410,-11627590
The Nut Job 2: Nutty by Nature,40000000,28370522,-11629478
Hoffa,35000000,23365858,-11634142
The Man,20000000,8330720,-11669280
North Country,30000000,18324242,-11675758
Operation Chromite,12700000,1022720,-11677280
Salt,130000000,118311368,-11688632
Life Before Her Eyes,12000000,303439,-11696561
Fright Night,30000000,18298649,-11701351
You Will Meet a Tall Dark Stranger,15000000,3247816,-11752184
Critical Care,12000000,220175,-11779825
Detroit Rock City,16000000,4217115,-11782885
Trade,12000000,214202,-11785798
The Bourne Legacy,125000000,113203870,-11796130
Fateless,12000000,196857,-11803143
San qiang pai an jing qi,12000000,190946,-11809054
Diamonds,11900000,81897,-11818103
Breakfast of Champions,12000000,178287,-11821713
The Paperboy,12500000,677200,-11822800
Find Me Guilty,13000000,1173673,-11826327
Nocturnal Animals,22500000,10663357,-11836643
Excessive Force,13000000,1152117,-11847883
Infamous,13000000,1151330,-11848670
Madadayo,11900000,48856,-11851144
Company Man,12000000,146028,-11853972
Code Name: The Cleaner,20000000,8135024,-11864976
Ninja Assassin,50000000,38122883,-11877117
Nanjing! Nanjing!,12000000,122558,-11877442
Inherent Vice,20000000,8110975,-11889025
Whiskey Tango Foxtrot,35000000,23083334,-11916666
Connie & Carla,20000000,8047525,-11952475
Angela's Ashes,25000000,13038660,-11961340
Attack the Block,13000000,1024175,-11975825
Rock the Kasbah,15000000,3020665,-11979335
Trash,12000000,17484,-11982516
5 Days of War,12000000,17479,-11982521
Seed of Chucky,29000000,17016190,-11983810
10 Days in a Madhouse,12000000,14616,-11985384
Machete Kills,20000000,8008161,-11991839
Home,12000000,0,-12000000
Sweet Charity,20000000,8000000,-12000000
Dancin' It's On,12000000,0,-12000000
Drive Hard,12000000,0,-12000000
Supesu Batorushippu Yamato,12000000,0,-12000000
Triangle,12000000,0,-12000000
Dragonslayer,18000000,6000000,-12000000
Tu Xia Chuan Qi,12000000,0,-12000000
San cheng ji,12000000,0,-12000000
1612,12000000,0,-12000000
The Apparition,17000000,4936819,-12063181
Serving Sara,29000000,16930185,-12069815
Take Me Home Tonight,19000000,6928068,-12071932
Ella Enchanted,35000000,22913677,-12086323
Vice,60000000,47836282,-12163718
Ed Wood,18000000,5828466,-12171534
Dudley Do-Right,22000000,9818792,-12181208
mother!,30000000,17800004,-12199996
Alien: Resurrection,60000000,47795018,-12204982
Ernest et Celestine,12500000,292562,-12207438
Steve Jobs,30000000,17766658,-12233342
Flipped,14000000,1755212,-12244788
Highlander: The Final Dimension,26000000,13738574,-12261426
Mongol,18000000,5705761,-12294239
RocknRolla,18000000,5700626,-12299374
Ne le dis Ã personne,18500000,6198883,-12301117
Ready Player One,150000000,137690172,-12309828
The Island of Dr. Moreau,40000000,27682712,-12317288
Megaforce,18000000,5675599,-12324401
The End of the Affair,23000000,10660147,-12339853
Brothers,13000000,656688,-12343312
Battle of the Sexes,25000000,12638526,-12361474
The Claim,13000000,622023,-12377977
Doogal,20000000,7578946,-12421054
Proof,20000000,7535331,-12464669
Cirque du Soleil: Worlds Away,25000000,12512862,-12487138
A Little Bit of Heaven,12500000,10011,-12489989
Raising Helen,50000000,37485528,-12514472
Hitman: Agent 47,35000000,22467450,-12532550
Dark City,27000000,14435076,-12564924
Never Let Me Go,15000000,2434652,-12565348
The Disappointments Room,15000000,2423467,-12576533
Blade: Trinity,65000000,52397389,-12602611
Reindeer Games,36000000,23360779,-12639221
In The Land of Blood and Honey,13000000,303877,-12696123
Things We Lost in the Fire,16000000,3287315,-12712685
The Company,15000000,2281585,-12718415
Eight Legged Freaks,30000000,17266505,-12733495
The 33,25000000,12227722,-12772278
The Killer Inside Me,13000000,217277,-12782723
Charlie St. Cloud,44000000,31206263,-12793737
Transsiberian,15000000,2203641,-12796359
Fled,30000000,17192205,-12807795
The Caveman's Valentine,13500000,687081,-12812919
The Musketeer,40000000,27053815,-12946185
An American Carol,20000000,7013191,-12986809
Splice,30000000,17010170,-12989830
Confessions of a Dangerous Mind,29000000,16007718,-12992282
Cellular,45000000,32003620,-12996380
Shooter,60000000,47003582,-12996418
Womb,13000000,0,-13000000
Caravans,14000000,1000000,-13000000
Rogue City,13000000,0,-13000000
Crazy in Alabama,15000000,1954202,-13045798
The Clan of the Cave Bear,15000000,1953732,-13046268
88 Minutes,30000000,16930884,-13069116
Willard,20000000,6882696,-13117304
Practical Magic,60000000,46850558,-13149442
The Duchess,27000000,13848978,-13151022
Resident Evil: The Final Chapter,40000000,26844692,-13155308
The Other Boleyn Girl,40000000,26814957,-13185043
Mao's Last Dancer,18000000,4806750,-13193250
The Last Godfather,13400000,164247,-13235753
Night at the Museum: Secret of the Tomb,127000000,113746621,-13253379
The Internship,58000000,44672764,-13327236
The Comedian,15000000,1658706,-13341294
The Darkest Hour,34800000,21443494,-13356506
The Mechanic,42500000,29121498,-13378502
Ronin,55000000,41610884,-13389116
Lifeforce,25000000,11603545,-13396455
Strange Wilderness,20000000,6575282,-13424718
Unstoppable,95000000,81562942,-13437058
The Quick and the Dead,32000000,18552460,-13447540
The Conspirator,25000000,11538204,-13461796
Serenity,39000000,25514517,-13485483
Hamlet,18000000,4501094,-13498906
Little Boy,20000000,6485961,-13514039
American Ultra,28000000,14439985,-13560015
The Railway Man,18000000,4438438,-13561562
The Homesman,16000000,2429989,-13570011
The Powerpuff Girls,25000000,11411644,-13588356
X-Men: First Class,160000000,146408305,-13591695
Les herbes folles,14000000,403952,-13596048
The Whole Ten Yards,30000000,16323969,-13676031
Trance,16000000,2322593,-13677407
Won't Back Down,19000000,5310554,-13689446
Ca$h,13700000,0,-13700000
Howard the Duck,30000000,16295774,-13704226
Funny Games,15000000,1294640,-13705360
Self/Less,26000000,12279691,-13720309
Amen,14000000,274299,-13725701
The Lords of Dogtown,25000000,11273517,-13726483
The Lucky Ones,14000000,266967,-13733033
Case 39,27000000,13261851,-13738149
The Nice Guys,50000000,36261763,-13738237
Topsy Turvy,20000000,6201757,-13798243
Banlieue 13,15000000,1200216,-13799784
Ararat,15500000,1693000,-13807000
Restoration,18000000,4100000,-13900000
Big Trouble in Little China,25000000,11100000,-13900000
Michael Collins,25000000,11092559,-13907441
Action Point,19000000,5059608,-13940392
Margaret,14000000,47185,-13952815
Angel Eyes,38000000,24044532,-13955468
The Immigrant,16000000,2013456,-13986544
Chasing Mavericks,20000000,6002756,-13997244
Gangster Squad,60000000,46000903,-13999097
Reign of Assassins,14000000,0,-14000000
Stan Helsing: A Parody,14000000,0,-14000000
Dracula Untold,70000000,55991880,-14008120
The X-Files: I Want to Believe,35000000,20982478,-14017522
The Manchurian Candidate,80000000,65948711,-14051289
Stop-Loss,25000000,10915744,-14084256
Manderlay,14200000,74205,-14125795
Laws of Attraction,32000000,17848322,-14151678
Bad Times at the El Royale,32000000,17839115,-14160885
The Honeymooners,27000000,12834849,-14165151
Moonlight Mile,21000000,6830957,-14169043
Felicia's Journey,15000000,824295,-14175705
The Haunted Mansion,90000000,75817994,-14182006
Going the Distance,32000000,17804299,-14195701
The Fall of the Roman Empire,19000000,4750000,-14250000
A Most Violent Year,20000000,5749134,-14250866
Pride and Glory,30000000,15740721,-14259279
Slow Burn,15500000,1237615,-14262385
Gettysburg,25000000,10731997,-14268003
Left Behind,18500000,4221341,-14278659
Abandon,25000000,10719367,-14280633
Midnight Special,18000000,3712282,-14287718
A Dangerous Method,20000000,5702083,-14297917
Bobby Jones: Stroke of Genius,17000000,2694071,-14305929
Steel,16000000,1686429,-14313571
Metropolis,15000000,673414,-14326586
The White Countess,16000000,1669971,-14330029
I Don't Know How She Does It,24000000,9659074,-14340926
CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng,15000000,632542,-14367458
The House,40000000,25584504,-14415496
Things to Do in Denver when You're Dead,15000000,529766,-14470234
The Reluctant Fundamentalist,15000000,528731,-14471269
The Return,15000000,501752,-14498248
A Scanner Darkly,20000000,5501616,-14498384
Miss Sloane,18000000,3500605,-14499395
Freedom,14500000,0,-14500000
Bienvenue chez les Ch'tis,16000000,1477650,-14522350
Magnolia,37000000,22450975,-14549025
Metallica Through the Never,18000000,3419967,-14580033
Chicken Little,150000000,135386665,-14613335
Buffalo Soldiers,15000000,353743,-14646257
Straw Dogs,25000000,10324441,-14675559
Shanghai Surprise,17000000,2315000,-14685000
Sweet November,40000000,25288103,-14711897
Premium Rush,35000000,20275446,-14724554
The Change-Up,52000000,37243418,-14756582
L'illusionniste,17000000,2231474,-14768526
Steal (Canadian Release),15000000,220944,-14779056
Bandslam,20000000,5210988,-14789012
Anything Else,18000000,3203044,-14796956
For Love of the Game,50000000,35188640,-14811360
Alone in the Dark,20000000,5178569,-14821431
Snow White and the Huntsman,170000000,155136755,-14863245
The Reaping,40000000,25126214,-14873786
Centurion,15000000,123570,-14876430
Brokedown Palace,25000000,10115014,-14884986
Roar,17000000,2110050,-14889950
Possession,25000000,10103647,-14896353
Ong-Bak 2,15000000,102458,-14897542
Silent Trigger,15000000,76382,-14923618
Midnight Meat Train,15000000,73548,-14926452
Winnie Mandela,15000000,61847,-14938153
Mrs. Winterbourne,25000000,10039566,-14960434
The Son of No One,15000000,30680,-14969320
The Expendables 2,100000000,85028192,-14971808
All the Queen's Men,15000000,22723,-14977277
The Good Night,15000000,22441,-14977559
Smurfs: The Lost Village,60000000,45020282,-14979718
Madison,15500000,517262,-14982738
The Guardian,70000000,55011732,-14988268
Earth,47000000,32011576,-14988424
The Cave,30000000,15007991,-14992009
Birth,20000000,5005899,-14994101
In Dubious Battle,15000000,0,-15000000
Dungeons & Dragons: Wrath of the Dragon God,15000000,0,-15000000
A Few Best Men,15000000,0,-15000000
Blinded by the Light,15000000,0,-15000000
Pandaemonium,15000000,0,-15000000
AutÃ³mata,15000000,0,-15000000
Chiamatemi Francesco - Il papa della gente,15000000,0,-15000000
Bathory,15000000,0,-15000000
San suk si gin,15000000,0,-15000000
Broken Horses,15000000,0,-15000000
Khumba,15000000,0,-15000000
First Man,60000000,44936545,-15063455
Alpha,51000000,35851379,-15148621
Season of the Witch,40000000,24827228,-15172772
The Yellow Handkerchief,15500000,318623,-15181377
Wanderlust,32500000,17288155,-15211845
Wasabi,15300000,81525,-15218475
Joe Somebody,38000000,22770864,-15229136
Hands of Stone,20000000,4712792,-15287208
"Men, Women and Children",16000000,705908,-15294092
Broken City,35000000,19701164,-15298836
Jack Frost,50000000,34645374,-15354626
Bringing Out The Dead,32000000,16640210,-15359790
Veronica Guerin,17000000,1569918,-15430082
Unforgettable,18000000,2483790,-15516210
Valiant,35000000,19478106,-15521894
Passchendaele,20000000,4452423,-15547577
Flash of Genius,20000000,4442377,-15557623
Burlesque,55000000,39440655,-15559345
Play it to the Bone,24000000,8427204,-15572796
One for the Money,42000000,26414527,-15585473
T2: Trainspotting,18000000,2402004,-15597996
The Thin Red Line,52000000,36400491,-15599509
Wonder Boys,35000000,19389454,-15610546
Genius,17000000,1361045,-15638955
Ghostbusters,144000000,128350574,-15649426
Enter the Void,16000000,337997,-15662003
Godsend,30000000,14334645,-15665355
Cursed,35000000,19294901,-15705099
Stone Cold,25000000,9286314,-15713686
The Abyss,70000000,54243125,-15756875
Sherlock Gnomes,59000000,43242871,-15757129
Das Weisse Band: Eine deutsche Kindergeschichte,18000000,2222862,-15777138
Alex & Emma,30000000,14208384,-15791616
Renaissance Man,40000000,24172899,-15827101
Safe,33000000,17142080,-15857920
Deck the Halls,51000000,35093569,-15906431
Just Getting Started,22000000,6069605,-15930395
Aloha,37000000,21052030,-15947970
Megiddo: Omega Code 2,22000000,6047691,-15952309
DÃ©jÃ Vu,80000000,64038616,-15961384
Dhoom 3,24000000,8031955,-15968045
Good,16000000,31631,-15968369
Harley Davidson and the Marlboro Man,23000000,7018525,-15981475
Iâm Not There,20000000,4017609,-15982391
Vamps,16000000,3361,-15996639
Hachiko: A Dog's Story,16000000,0,-16000000
Haeundae,16000000,0,-16000000
Zulu,16000000,0,-16000000
The Secret Life of Pets 2,80000000,63795655,-16204345
In the Valley of Elah,23000000,6777741,-16222259
The Cold Light of Day,20000000,3763583,-16236417
Winged Migration,28000000,11689053,-16310947
Marmaduke,50000000,33644788,-16355212
Return to Oz,27000000,10618813,-16381187
The Ghost and the Darkness,55000000,38564422,-16435578
Serenity,25000000,8547045,-16452955
The Brothers Bloom,20000000,3531756,-16468244
Mission: Impossible III,150000000,133501348,-16498652
Arn - Tempelriddaren,16500000,0,-16500000
FUR: An Imaginary Portrait of Diane Arbus,16800000,223202,-16576798
Angels & Demons,150000000,133375846,-16624154
The Newton Boys,27000000,10341093,-16658907
Year One,60000000,43337279,-16662721
Walk Hard: The Dewey Cox Story,35000000,18317151,-16682849
Edge of Darkness,60000000,43313890,-16686110
Bewitched,80000000,63313159,-16686841
The Four Feathers,35000000,18306166,-16693834
8 Million Ways to Die,18000000,1305114,-16694886
Troy,150000000,133298577,-16701423
Southland Tales,17000000,275380,-16724620
Star Trek: Nemesis,60000000,43254409,-16745591
Hollow Man,90000000,73209340,-16790660
Criminal,31500000,14708696,-16791304
Escobar: Paradise Lost,17000000,195792,-16804208
The Ant Bully,45000000,28142535,-16857465
George Balanchine\'s The Nutcracker,19000000,2119994,-16880006
The Nutcracker,19000000,2119994,-16880006
The Road,25000000,8114270,-16885730
Coco avant Chanel,23000000,6113834,-16886166
Striptease,50000000,33109743,-16890257
"Synecdoche, New York",20000000,3083538,-16916462
Reign of Fire,60000000,43061982,-16938018
Kong: Skull Island,185000000,168052812,-16947188
Phantom,18000000,1034589,-16965411
Johnny English,45000000,28013509,-16986491
Wicker Park,30000000,13001257,-16998743
Chasseurs de dragons,17000000,0,-17000000
Crawl,17000000,0,-17000000
Darling Lili,22000000,5000000,-17000000
"Mune, le gardien de la lune",17000000,0,-17000000
Damnation Alley,17000000,0,-17000000
Pride and Prejudice and Zombies,28000000,10907291,-17092709
The Libertine,22000000,4835065,-17164935
City of Ghosts,17500000,325491,-17174509
Riding in Cars with Boys,47000000,29781453,-17218547
Quest for Camelot,40000000,22772500,-17227500
Hereafter,50000000,32746941,-17253059
The New World,30000000,12712093,-17287907
The Interpreter,90000000,72708161,-17291839
The Salton Sea,18000000,676698,-17323302
Beautiful Boy,25000000,7634767,-17365233
Furry Vengeance,35000000,17630465,-17369535
Parker,35000000,17616641,-17383359
Snake Eyes,73000000,55591409,-17408591
Man on the Moon,52000000,34580635,-17419365
Chappie,49000000,31569268,-17430732
De rouille et dâos,19500000,2061449,-17438551
G.I. Joe: Retaliation,140000000,122523060,-17476940
Taxi 4,17500000,0,-17500000
Suspiria,20000000,2483472,-17516528
Wall Street 2: Money Never Sleeps,70000000,52474616,-17525384
LBJ,20000000,2468683,-17531317
Dune,45000000,27447471,-17552529
City by the Sea,40000000,22433915,-17566085
Evening,30000000,12406646,-17593354
Zwartboek,22000000,4398532,-17601468
15 Minutes,42000000,24375436,-17624564
Mononoke-hime,20000000,2374107,-17625893
At First Sight,40000000,22365133,-17634867
Kansas City,19000000,1353824,-17646176
Bon Voyage,20000000,2353728,-17646272
Red Lights,17700000,49521,-17650479
Batman & Robin,125000000,107325195,-17674805
The Informers,18000000,315000,-17685000
The Devil's Double,19100000,1361512,-17738488
My All-American,20000000,2246000,-17754000
Rendition,27500000,9736045,-17763955
One Man's Hero,18000000,229311,-17770689
Planet 51,60000000,42194060,-17805940
The Hoax,25000000,7164995,-17835005
Lord of War,42000000,24149632,-17850368
Carlos,18000000,145526,-17854474
Beyond the Sea,24000000,6144806,-17855194
eXistenZ,20700000,2840417,-17859583
Renaissance,18000000,70644,-17929356
The Last Stand,30000000,12050299,-17949701
In Dreams,30000000,12017369,-17982631
Day of the Dead,18000000,0,-18000000
Can't Stop the Music,20000000,2000000,-18000000
Forsaken,18000000,0,-18000000
The Prince,18000000,0,-18000000
Wolves,18000000,0,-18000000
I Come with the Rain,18000000,0,-18000000
I Am Wrath,18000000,0,-18000000
Repo Men,32000000,13942007,-18057993
102 Dalmatians,85000000,66941559,-18058441
The Proposition,20000000,1903434,-18096566
Murder by Numbers,50000000,31874869,-18125131
Wimbledon,35000000,16862585,-18137415
The Last Airbender,150000000,131772187,-18227813
Suspect Zero,27000000,8712564,-18287436
The Water Diviner,22500000,4200117,-18299883
Marci X,20000000,1646664,-18353336
Wing Commander,30000000,11578022,-18421978
Danny the Dog,43000000,24537621,-18462379
The Curse of the Jade Scorpion,26000000,7496522,-18503478
Extraordinary Measures,31000000,12482741,-18517259
The Sweetest Thing,43000000,24430272,-18569728
IndigÃ¨nes,18900000,320700,-18579300
Before I Go to Sleep,22000000,3242457,-18757543
Mechanic: Resurrection,40000000,21218403,-18781597
Equilibrium,20000000,1190018,-18809982
Dylan Dog: Dead of Night,20000000,1186538,-18813462
Torque,40000000,21176322,-18823678
The Medallion,41000000,22108977,-18891023
Gake no ue no Ponyo,34000000,15090399,-18909601
The Oogieloves in the BIG Balloon Adventure,20000000,1065907,-18934093
The Children of Huang Shi,20000000,1031872,-18968128
Rampage,120000000,101028233,-18971767
Fantastic Mr. Fox,40000000,21002919,-18997081
Out of the Inferno,19000000,0,-19000000
Antitrust,30000000,10965209,-19034791
Captive State,25000000,5958315,-19041685
